B,G,R,class
165,162,111,normal
184,186,157,normal
53,58,19,normal
196,195,157,normal
199,197,162,normal
161,175,228,anomaly
100,141,196,anomaly
191,191,151,normal
152,155,105,normal
180,175,130,normal
155,157,111,normal
136,138,92,normal
161,175,228,anomaly
168,165,114,normal
119,121,175,anomaly
151,189,253,anomaly
200,163,59,normal
178,176,128,normal
97,96,46,normal
157,161,125,normal
165,166,132,normal
63,68,23,normal
110,96,97,normal
224,69,46,normal
118,170,223,anomaly
0,0,172,normal
59,57,23,normal
117,116,58,normal
116,151,215,anomaly
79,176,232,normal
141,144,99,normal
183,179,126,normal
54,96,141,anomaly
60,64,23,normal
78,54,208,normal
92,88,147,normal
52,88,136,anomaly
178,175,130,normal
198,196,161,normal
116,150,216,anomaly
198,196,161,normal
55,102,153,anomaly
32,33,7,normal
182,177,138,normal
163,161,113,normal
68,71,39,normal
0,99,246,normal
47,103,158,anomaly
20,17,3,normal
233,225,212,normal
176,194,241,anomaly
144,183,227,anomaly
177,174,130,normal
163,164,114,normal
74,89,128,anomaly
198,196,162,normal
198,198,158,normal
201,197,162,normal
41,44,12,normal
141,139,85,normal
206,218,224,normal
140,139,81,normal
20,157,213,normal
247,135,89,normal
178,178,132,normal
53,52,14,normal
35,34,8,normal
153,190,252,anomaly
120,119,61,normal
182,179,135,normal
189,190,148,normal
171,168,123,normal
93,93,39,normal
127,132,93,normal
179,178,134,normal
122,153,222,anomaly
78,46,205,normal
79,111,182,anomaly
124,172,230,anomaly
60,105,172,anomaly
137,174,224,anomaly
53,98,149,anomaly
17,18,8,normal
94,148,219,anomaly
30,28,10,normal
156,159,114,normal
135,139,90,normal
90,143,223,anomaly
67,33,247,normal
97,97,67,normal
199,197,162,normal
135,138,88,normal
0,128,0,normal
2,3,0,normal
66,84,145,anomaly
166,165,115,normal
155,159,124,normal
41,104,255,normal
197,196,158,normal
202,200,165,normal
175,173,125,normal
157,164,113,normal
199,197,162,normal
57,21,235,normal
0,21,153,normal
14,15,11,normal
67,112,169,anomaly
54,55,21,normal
167,167,119,normal
113,76,180,normal
180,178,130,normal
162,160,112,normal
55,59,23,normal
197,196,158,normal
141,144,98,normal
202,197,166,normal
69,94,138,anomaly
58,64,29,normal
241,246,249,normal
179,176,131,normal
115,86,71,normal
198,122,69,normal
138,140,140,normal
94,140,218,anomaly
126,157,226,anomaly
42,41,13,normal
37,41,22,normal
148,167,234,anomaly
162,160,112,normal
49,49,13,normal
178,179,137,normal
70,85,124,anomaly
188,186,146,normal
182,183,141,normal
52,59,14,normal
56,61,22,normal
178,176,128,normal
177,174,129,normal
14,13,0,normal
112,145,218,anomaly
255,255,251,normal
62,67,22,normal
180,180,134,normal
38,39,5,normal
15,16,0,normal
178,175,131,normal
129,133,92,normal
237,231,232,normal
255,249,182,normal
57,117,177,anomaly
58,105,156,anomaly
149,148,114,normal
25,23,5,normal
126,157,226,anomaly
96,80,63,normal
175,175,121,normal
179,176,131,normal
184,181,136,normal
72,75,30,normal
163,162,112,normal
201,197,162,normal
139,142,93,normal
146,162,228,anomaly
19,36,22,normal
186,184,143,normal
100,98,44,normal
180,175,126,normal
117,156,225,anomaly
54,58,23,normal
202,211,254,anomaly
117,151,211,anomaly
138,174,220,anomaly
52,53,19,normal
82,83,67,normal
182,179,135,normal
193,194,150,normal
71,87,123,anomaly
180,177,133,normal
129,133,92,normal
54,101,152,anomaly
198,198,158,normal
51,169,88,normal
166,181,230,anomaly
199,194,163,normal
74,76,47,normal
190,189,145,normal
37,36,8,normal
106,109,63,normal
118,120,178,anomaly
148,192,253,anomaly
190,188,148,normal
135,161,227,anomaly
163,164,114,normal
183,182,138,normal
138,139,89,normal
177,172,133,normal
193,191,156,normal
115,121,174,anomaly
138,139,89,normal
135,139,90,normal
179,177,129,normal
56,101,152,anomaly
159,161,125,normal
97,77,60,normal
163,167,126,normal
177,174,129,normal
126,136,243,normal
173,173,127,normal
121,155,221,anomaly
237,194,161,normal
73,74,34,normal
96,142,213,anomaly
168,182,234,anomaly
162,163,119,normal
127,0,129,normal
17,16,18,normal
187,185,145,normal
124,160,214,anomaly
155,153,99,normal
0,1,1,normal
3,22,151,normal
200,198,163,normal
196,195,157,normal
183,183,137,normal
51,121,188,anomaly
48,102,157,anomaly
51,53,17,normal
110,110,62,normal
56,56,56,normal
76,76,60,normal
178,177,133,normal
95,93,58,normal
198,196,161,normal
127,133,84,normal
161,162,112,normal
59,63,22,normal
198,198,158,normal
164,162,114,normal
79,95,132,anomaly
59,107,155,anomaly
1,0,4,normal
176,175,131,normal
200,209,252,anomaly
197,195,160,normal
29,32,17,normal
163,160,109,normal
226,166,107,normal
171,170,120,normal
57,126,111,normal
140,139,89,normal
176,174,126,normal
240,120,98,normal
57,59,23,normal
115,152,220,anomaly
129,136,101,normal
52,105,156,anomaly
82,91,129,anomaly
150,170,21,normal
175,175,121,normal
182,179,135,normal
215,212,197,normal
45,76,55,normal
67,68,28,normal
150,163,155,normal
138,137,86,normal
174,175,131,normal
196,195,157,normal
44,41,20,normal
32,33,7,normal
135,182,244,anomaly
147,187,252,anomaly
195,193,152,normal
54,55,21,normal
55,55,55,normal
199,197,162,normal
51,52,18,normal
89,87,33,normal
97,149,226,anomaly
79,82,67,normal
1,140,107,normal
136,138,92,normal
200,198,163,normal
92,144,220,anomaly
196,187,167,normal
110,108,54,normal
231,86,65,normal
14,15,11,normal
120,151,214,anomaly
171,172,128,normal
183,179,138,normal
205,162,153,normal
79,72,183,normal
117,113,94,normal
130,133,94,normal
113,75,41,normal
178,175,130,normal
116,154,212,anomaly
116,160,224,anomaly
4,1,0,normal
180,177,132,normal
170,171,131,normal
121,165,228,anomaly
190,188,148,normal
181,178,133,normal
240,205,172,normal
137,170,226,anomaly
173,171,123,normal
175,173,125,normal
121,159,213,anomaly
156,158,116,normal
134,137,92,normal
190,191,149,normal
55,56,22,normal
255,254,176,normal
161,165,130,normal
80,79,28,normal
76,77,27,normal
177,176,132,normal
54,55,21,normal
201,199,164,normal
20,38,15,normal
100,146,223,anomaly
128,130,184,anomaly
180,197,240,anomaly
34,33,5,normal
83,118,182,anomaly
16,17,8,normal
146,186,251,anomaly
78,118,193,anomaly
180,177,132,normal
198,196,161,normal
188,173,134,normal
106,144,209,anomaly
180,181,139,normal
178,175,131,normal
1,133,103,normal
152,165,217,anomaly
183,181,133,normal
53,55,19,normal
142,186,249,anomaly
150,150,102,normal
197,206,249,anomaly
181,178,134,normal
254,255,253,normal
122,153,216,anomaly
68,69,27,normal
179,176,132,normal
186,186,146,normal
50,53,21,normal
191,187,146,normal
82,182,237,normal
184,180,132,normal
181,179,138,normal
129,132,86,normal
199,197,163,normal
69,71,25,normal
170,169,119,normal
198,198,158,normal
59,58,44,normal
54,55,21,normal
148,149,99,normal
2,3,0,normal
227,215,205,normal
45,165,94,normal
152,95,217,normal
116,118,59,normal
76,79,33,normal
175,172,127,normal
101,192,247,normal
142,186,247,anomaly
173,93,130,normal
255,167,116,normal
182,179,135,normal
155,157,111,normal
193,191,160,normal
165,165,119,normal
32,33,7,normal
154,160,125,normal
193,192,154,normal
187,186,142,normal
184,183,139,normal
146,148,96,normal
129,132,93,normal
180,178,130,normal
172,171,127,normal
172,171,121,normal
126,129,184,anomaly
49,50,24,normal
109,107,53,normal
67,68,26,normal
164,180,226,anomaly
83,83,59,normal
59,120,182,anomaly
80,81,31,normal
156,158,116,normal
157,155,167,normal
186,184,144,normal
190,195,204,normal
97,103,156,anomaly
201,200,162,normal
104,135,190,anomaly
92,145,225,anomaly
58,57,43,normal
137,136,78,normal
79,76,25,normal
167,163,115,normal
171,170,120,normal
174,139,159,normal
157,190,235,anomaly
177,175,127,normal
229,213,200,normal
99,97,43,normal
182,179,135,normal
4,0,0,normal
119,90,75,normal
201,199,164,normal
183,185,139,normal
155,157,121,normal
58,59,19,normal
155,159,118,normal
42,43,4,normal
35,34,8,normal
63,64,24,normal
72,74,28,normal
178,178,130,normal
44,86,129,anomaly
132,136,101,normal
3,1,1,normal
165,164,113,normal
55,59,24,normal
102,89,103,normal
127,166,218,anomaly
146,147,208,normal
182,179,135,normal
171,171,117,normal
92,50,67,normal
32,33,23,normal
202,201,163,normal
177,174,129,normal
64,118,173,anomaly
61,62,22,normal
192,189,144,normal
135,133,79,normal
162,160,112,normal
178,175,131,normal
185,179,136,normal
62,66,24,normal
139,138,194,anomaly
173,171,123,normal
50,97,255,normal
199,197,163,normal
133,134,84,normal
116,111,110,normal
144,145,105,normal
181,181,141,normal
171,165,128,normal
34,33,7,normal
116,72,13,normal
193,193,153,normal
7,191,1,normal
199,205,252,anomaly
21,30,17,normal
26,28,16,normal
171,187,230,anomaly
178,175,131,normal
16,16,0,normal
133,133,133,normal
207,217,255,anomaly
172,168,119,normal
187,185,144,normal
55,80,214,normal
171,185,237,anomaly
196,194,160,normal
178,176,128,normal
95,94,43,normal
255,0,128,normal
20,19,0,normal
74,77,38,normal
157,160,121,normal
125,157,223,anomaly
49,48,27,normal
0,0,255,normal
160,164,129,normal
7,8,0,normal
44,45,13,normal
182,182,142,normal
164,163,112,normal
112,232,238,normal
83,115,188,anomaly
201,199,164,normal
172,171,121,normal
50,50,14,normal
255,0,128,normal
162,161,110,normal
202,183,180,normal
164,160,112,normal
11,15,9,normal
116,148,214,anomaly
78,81,32,normal
68,70,24,normal
54,59,27,normal
51,20,225,normal
20,17,2,normal
167,166,115,normal
196,195,157,normal
135,173,221,anomaly
144,145,95,normal
150,154,118,normal
135,165,224,anomaly
2,3,0,normal
138,134,85,normal
153,154,104,normal
92,161,141,normal
47,91,138,anomaly
83,115,181,anomaly
153,191,255,anomaly
106,81,249,normal
154,153,97,normal
182,180,146,normal
71,74,25,normal
143,168,232,anomaly
174,169,124,normal
52,54,25,normal
146,147,97,normal
169,183,236,anomaly
97,128,191,anomaly
95,141,218,anomaly
51,49,15,normal
128,255,255,normal
163,163,115,normal
181,180,136,normal
146,168,20,normal
173,172,122,normal
101,102,46,normal
85,84,28,normal
51,52,18,normal
13,255,255,normal
117,121,172,anomaly
226,209,200,normal
151,154,104,normal
111,114,89,normal
124,165,228,anomaly
127,129,93,normal
138,137,79,normal
53,22,231,normal
66,65,21,normal
106,106,60,normal
175,172,127,normal
179,173,132,normal
76,82,33,normal
195,208,210,normal
205,204,170,normal
238,245,248,normal
174,178,143,normal
68,69,25,normal
221,205,192,normal
94,89,150,normal
59,111,171,anomaly
19,16,2,normal
174,177,131,normal
116,60,49,normal
92,90,36,normal
178,178,132,normal
196,194,159,normal
105,151,222,anomaly
157,194,255,anomaly
56,109,172,anomaly
172,171,121,normal
104,149,217,anomaly
158,156,102,normal
50,49,15,normal
170,186,229,anomaly
140,139,89,normal
190,189,151,normal
165,164,114,normal
249,232,241,normal
145,142,91,normal
178,175,131,normal
45,46,12,normal
206,213,255,anomaly
142,164,230,anomaly
197,195,160,normal
174,172,124,normal
57,59,23,normal
56,61,22,normal
160,158,104,normal
132,135,244,normal
41,204,237,normal
57,61,36,normal
239,201,166,normal
171,172,128,normal
248,124,83,normal
199,197,163,normal
182,179,135,normal
153,174,235,anomaly
198,198,158,normal
86,86,38,normal
24,18,0,normal
201,198,160,normal
122,202,255,normal
148,151,102,normal
178,176,128,normal
92,97,52,normal
78,179,234,normal
128,167,219,anomaly
179,177,129,normal
181,178,133,normal
139,142,93,normal
137,140,91,normal
59,118,188,anomaly
9,8,10,normal
112,111,53,normal
164,163,113,normal
173,171,131,normal
101,89,101,normal
62,127,188,anomaly
62,33,220,normal
175,173,125,normal
66,81,120,anomaly
31,31,7,normal
54,68,134,normal
54,54,18,normal
119,118,60,normal
195,208,254,anomaly
180,177,132,normal
68,122,183,anomaly
100,143,210,anomaly
166,183,234,anomaly
18,24,13,normal
68,69,25,normal
100,95,156,normal
227,229,210,normal
134,136,100,normal
146,179,224,anomaly
161,160,110,normal
158,159,127,normal
103,104,48,normal
192,192,152,normal
66,67,23,normal
50,51,12,normal
178,178,132,normal
0,31,136,normal
175,172,127,normal
178,178,132,normal
99,98,42,normal
144,143,87,normal
172,169,124,normal
140,166,232,anomaly
165,165,119,normal
25,26,6,normal
152,191,253,anomaly
236,243,246,normal
150,95,218,normal
167,163,114,normal
20,17,2,normal
56,61,22,normal
203,201,167,normal
0,5,0,normal
176,180,139,normal
152,178,225,anomaly
50,101,163,anomaly
56,51,42,normal
99,139,191,anomaly
196,194,160,normal
183,180,136,normal
1,131,101,normal
179,177,129,normal
139,162,230,anomaly
27,27,13,normal
63,64,24,normal
40,78,72,normal
181,182,140,normal
113,112,54,normal
168,182,231,anomaly
8,7,0,normal
200,198,163,normal
132,75,96,normal
195,193,152,normal
180,179,135,normal
178,178,132,normal
48,88,136,anomaly
174,172,124,normal
213,173,214,normal
156,158,112,normal
177,171,134,normal
2,3,1,normal
79,179,234,normal
178,175,131,normal
167,166,116,normal
159,157,103,normal
135,138,93,normal
138,140,88,normal
41,81,193,normal
151,94,216,normal
202,200,160,normal
66,67,25,normal
255,255,193,normal
5,12,235,normal
183,180,135,normal
54,55,21,normal
79,48,199,normal
51,97,144,anomaly
69,70,26,normal
62,62,22,normal
112,111,53,normal
126,129,184,anomaly
64,126,120,normal
61,115,170,anomaly
128,130,88,normal
26,28,16,normal
164,162,114,normal
168,167,117,normal
154,174,229,anomaly
154,153,97,normal
179,177,129,normal
139,140,90,normal
156,159,114,normal
202,211,254,anomaly
198,197,163,normal
46,91,134,anomaly
247,249,249,normal
91,94,39,normal
194,192,151,normal
179,176,145,normal
70,70,22,normal
101,149,221,anomaly
138,138,84,normal
201,199,164,normal
145,185,250,anomaly
8,10,4,normal
178,178,132,normal
155,162,125,normal
176,170,123,normal
76,87,125,anomaly
192,188,147,normal
52,56,20,normal
84,93,131,anomaly
199,197,163,normal
31,33,4,normal
128,159,214,anomaly
106,106,52,normal
163,162,111,normal
109,112,63,normal
161,197,255,anomaly
23,20,0,normal
61,64,15,normal
164,163,113,normal
179,177,137,normal
199,197,162,normal
198,198,158,normal
94,146,223,anomaly
143,180,232,anomaly
116,120,79,normal
161,165,130,normal
163,163,115,normal
168,166,112,normal
130,133,84,normal
158,162,127,normal
21,170,20,normal
110,228,245,normal
169,167,119,normal
159,162,123,normal
48,100,153,anomaly
65,68,19,normal
201,200,162,normal
201,199,164,normal
208,216,253,anomaly
203,210,253,anomaly
199,197,163,normal
141,166,230,anomaly
55,95,147,anomaly
175,187,241,anomaly
199,197,157,normal
176,175,124,normal
183,182,138,normal
109,145,205,anomaly
61,66,27,normal
135,161,228,anomaly
140,140,86,normal
158,178,233,anomaly
180,179,135,normal
171,167,119,normal
54,38,193,normal
178,179,135,normal
84,80,27,normal
63,63,23,normal
168,170,124,normal
182,181,160,normal
199,195,160,normal
180,177,132,normal
201,199,164,normal
35,34,8,normal
55,56,16,normal
16,15,1,normal
52,52,52,normal
161,176,225,anomaly
52,52,12,normal
181,178,133,normal
164,163,112,normal
8,7,3,normal
163,162,111,normal
186,184,143,normal
200,200,160,normal
182,179,134,normal
130,161,230,anomaly
13,14,5,normal
176,175,125,normal
5,191,1,normal
18,16,5,normal
9,5,0,normal
77,88,126,anomaly
67,68,26,normal
111,213,208,normal
84,135,221,anomaly
183,180,135,normal
145,143,89,normal
238,225,209,normal
33,104,78,normal
105,104,53,normal
180,177,132,normal
64,87,132,anomaly
38,40,4,normal
87,88,56,normal
150,160,107,normal
12,13,4,normal
116,157,219,anomaly
112,162,26,normal
82,52,211,normal
167,163,115,normal
139,140,90,normal
148,150,104,normal
181,178,133,normal
35,35,5,normal
211,165,164,normal
82,83,51,normal
119,124,69,normal
164,163,113,normal
164,163,113,normal
53,54,20,normal
143,185,244,anomaly
44,114,255,normal
96,149,222,anomaly
163,157,120,normal
149,191,255,anomaly
112,111,53,normal
43,47,12,normal
142,139,88,normal
178,176,128,normal
178,175,131,normal
137,162,212,anomaly
59,115,174,anomaly
166,164,116,normal
139,142,93,normal
153,152,94,normal
178,175,131,normal
165,162,117,normal
175,173,125,normal
201,199,164,normal
109,51,39,normal
138,137,86,normal
54,45,249,normal
45,32,214,normal
175,168,141,normal
140,136,95,normal
56,57,23,normal
148,168,216,anomaly
181,178,134,normal
153,156,107,normal
175,162,116,normal
151,153,101,normal
51,52,32,normal
89,197,228,normal
150,189,255,anomaly
105,147,212,anomaly
200,210,250,anomaly
177,174,129,normal
32,33,7,normal
43,44,10,normal
0,13,146,normal
51,55,19,normal
111,110,52,normal
184,182,141,normal
161,177,230,anomaly
199,198,160,normal
137,177,226,anomaly
227,208,203,normal
234,163,99,normal
0,0,1,normal
216,228,234,normal
53,111,176,anomaly
139,135,87,normal
183,184,142,normal
176,178,126,normal
35,34,8,normal
182,178,137,normal
156,160,125,normal
125,124,66,normal
180,177,132,normal
157,161,125,normal
178,105,178,normal
199,198,160,normal
200,198,164,normal
174,172,124,normal
49,50,10,normal
2,0,6,normal
53,117,181,anomaly
5,29,19,normal
138,140,88,normal
181,178,134,normal
70,160,70,normal
147,157,217,anomaly
32,33,7,normal
135,138,89,normal
91,66,248,normal
57,56,42,normal
169,170,120,normal
180,180,134,normal
197,193,158,normal
52,54,18,normal
8,7,0,normal
172,174,128,normal
196,195,157,normal
103,103,63,normal
144,113,90,normal
164,164,116,normal
182,178,137,normal
205,204,170,normal
172,169,125,normal
163,162,112,normal
132,171,223,anomaly
104,110,163,anomaly
174,172,124,normal
134,134,80,normal
164,183,228,anomaly
143,142,86,normal
56,59,27,normal
169,182,228,anomaly
136,139,89,normal
155,195,254,anomaly
136,177,226,anomaly
126,136,206,anomaly
128,133,88,normal
150,148,94,normal
226,213,83,normal
168,165,114,normal
198,198,158,normal
141,137,96,normal
178,178,132,normal
51,53,24,normal
84,34,16,normal
57,103,150,anomaly
133,138,87,normal
61,62,23,normal
49,106,151,anomaly
161,181,236,anomaly
149,191,255,anomaly
61,128,197,anomaly
103,95,158,normal
103,155,226,anomaly
174,174,128,normal
71,71,31,normal
124,122,64,normal
64,67,21,normal
164,180,233,anomaly
101,102,52,normal
2,0,0,normal
121,153,219,anomaly
182,179,135,normal
55,56,22,normal
105,154,222,anomaly
192,192,152,normal
51,59,18,normal
200,200,160,normal
70,71,39,normal
205,203,169,normal
53,57,22,normal
178,176,128,normal
158,176,223,anomaly
168,183,239,anomaly
9,11,5,normal
131,172,221,anomaly
58,60,31,normal
141,161,232,anomaly
65,65,29,normal
180,178,137,normal
70,72,26,normal
79,78,28,normal
184,183,139,normal
198,197,159,normal
176,176,130,normal
176,173,128,normal
62,66,24,normal
109,108,50,normal
167,166,115,normal
205,204,170,normal
160,163,113,normal
97,134,208,anomaly
161,165,130,normal
134,135,101,normal
177,174,129,normal
101,139,197,anomaly
115,119,172,anomaly
252,255,183,normal
193,190,145,normal
55,59,23,normal
109,148,200,anomaly
168,168,114,normal
35,35,5,normal
98,98,50,normal
109,115,168,anomaly
65,91,137,anomaly
69,69,21,normal
173,140,101,normal
200,196,161,normal
118,122,173,anomaly
45,97,157,anomaly
198,124,68,normal
179,192,178,normal
127,127,127,normal
199,197,162,normal
107,109,143,normal
2,130,101,normal
193,194,160,normal
124,124,64,normal
66,67,23,normal
147,187,252,anomaly
123,163,222,anomaly
39,39,9,normal
167,163,115,normal
130,159,228,anomaly
74,77,31,normal
57,60,15,normal
169,192,238,anomaly
27,27,15,normal
201,200,162,normal
51,53,17,normal
131,161,54,normal
60,57,213,normal
52,52,16,normal
198,198,158,normal
20,21,1,normal
70,87,130,anomaly
38,58,23,normal
3,1,0,normal
19,16,2,normal
173,172,128,normal
199,198,160,normal
194,195,153,normal
97,100,50,normal
50,92,139,anomaly
70,73,24,normal
142,183,246,anomaly
58,100,153,anomaly
148,190,255,anomaly
117,150,219,anomaly
74,155,76,normal
84,74,204,normal
97,145,223,anomaly
233,140,125,normal
163,162,112,normal
183,179,131,normal
181,181,135,normal
234,192,155,normal
124,164,217,anomaly
160,164,129,normal
6,0,190,normal
113,151,215,anomaly
177,172,127,normal
2,1,3,normal
9,11,11,normal
98,136,224,anomaly
40,99,148,anomaly
122,121,63,normal
51,102,164,anomaly
157,157,103,normal
159,197,255,anomaly
181,177,136,normal
80,82,30,normal
78,79,29,normal
113,116,171,anomaly
166,163,118,normal
196,157,113,normal
51,108,99,normal
109,109,79,normal
199,197,162,normal
147,138,95,normal
164,162,114,normal
67,69,23,normal
54,55,15,normal
196,195,157,normal
114,161,29,normal
161,163,121,normal
108,149,228,anomaly
201,211,251,anomaly
144,147,97,normal
50,25,217,normal
248,250,250,normal
0,136,105,normal
179,178,134,normal
198,196,161,normal
150,154,113,normal
177,183,142,normal
103,101,53,normal
100,146,223,anomaly
107,210,205,normal
128,168,226,anomaly
49,51,15,normal
152,176,236,anomaly
121,121,61,normal
159,164,132,normal
61,121,191,anomaly
107,144,200,anomaly
215,227,233,normal
56,101,152,anomaly
0,0,255,normal
60,61,19,normal
45,100,145,anomaly
58,105,255,normal
186,186,140,normal
98,141,222,anomaly
76,79,30,normal
47,106,162,anomaly
6,5,1,normal
147,149,97,normal
65,134,203,anomaly
97,146,226,anomaly
164,163,112,normal
180,177,133,normal
118,122,116,normal
132,162,227,anomaly
190,189,151,normal
140,143,94,normal
199,197,163,normal
134,171,115,normal
89,90,58,normal
40,58,35,normal
73,80,123,anomaly
195,195,155,normal
171,171,125,normal
149,153,117,normal
36,0,144,normal
164,162,108,normal
199,196,165,normal
171,169,121,normal
13,28,120,normal
158,177,220,anomaly
149,152,103,normal
92,137,218,anomaly
67,68,24,normal
51,53,17,normal
84,118,194,anomaly
183,184,145,normal
118,143,193,anomaly
132,82,170,normal
81,89,129,anomaly
173,173,127,normal
184,183,139,normal
148,150,91,normal
151,192,255,anomaly
178,173,128,normal
146,134,254,normal
179,179,133,normal
132,173,222,anomaly
81,85,36,normal
96,95,67,normal
20,20,120,normal
192,192,152,normal
197,196,158,normal
133,129,76,normal
134,135,93,normal
146,144,90,normal
101,156,229,anomaly
104,104,50,normal
198,194,159,normal
148,190,255,anomaly
177,181,169,normal
79,111,186,anomaly
5,3,3,normal
149,152,103,normal
12,12,6,normal
40,41,9,normal
45,99,160,anomaly
125,132,87,normal
20,17,2,normal
158,194,254,anomaly
157,155,114,normal
134,157,213,anomaly
68,126,191,anomaly
199,197,162,normal
1,181,0,normal
22,26,14,normal
200,212,255,anomaly
54,55,21,normal
128,129,79,normal
153,156,111,normal
178,179,123,normal
114,114,66,normal
63,121,187,anomaly
154,191,253,anomaly
69,70,26,normal
226,231,234,normal
52,56,21,normal
112,144,217,anomaly
149,152,106,normal
43,50,35,normal
178,177,133,normal
179,176,131,normal
235,218,231,normal
4,2,1,normal
61,57,32,normal
205,203,173,normal
82,89,128,anomaly
163,163,115,normal
139,137,83,normal
60,23,239,normal
20,10,194,normal
238,231,228,normal
127,156,225,anomaly
180,180,134,normal
164,162,114,normal
73,72,28,normal
149,166,229,anomaly
179,176,132,normal
169,166,115,normal
171,169,121,normal
114,145,214,anomaly
55,60,21,normal
146,186,245,anomaly
164,178,227,anomaly
188,190,198,normal
124,125,181,anomaly
5,4,8,normal
139,141,89,normal
142,139,88,normal
151,153,101,normal
177,174,129,normal
72,113,86,normal
198,124,68,normal
172,171,121,normal
165,163,115,normal
55,117,177,anomaly
197,197,161,normal
177,175,127,normal
161,163,117,normal
157,161,125,normal
177,145,102,normal
158,162,127,normal
115,74,72,normal
141,125,250,normal
158,161,116,normal
195,193,153,normal
38,41,9,normal
143,144,104,normal
144,143,87,normal
23,25,6,normal
141,163,229,anomaly
141,181,230,anomaly
168,167,117,normal
165,163,115,normal
136,163,227,anomaly
61,61,47,normal
132,131,93,normal
16,13,0,normal
182,179,135,normal
129,0,127,normal
150,182,231,anomaly
44,88,142,anomaly
138,141,92,normal
117,152,220,anomaly
145,143,89,normal
186,184,136,normal
213,197,184,normal
55,56,22,normal
157,195,253,anomaly
98,135,191,anomaly
61,62,20,normal
180,176,128,normal
58,56,45,normal
186,181,142,normal
163,161,113,normal
0,128,0,normal
168,166,112,normal
53,54,20,normal
60,63,24,normal
179,175,127,normal
147,189,248,anomaly
200,198,163,normal
33,103,96,normal
203,212,255,anomaly
127,136,239,normal
50,49,15,normal
111,110,52,normal
184,185,146,normal
110,153,216,anomaly
167,165,117,normal
67,68,52,normal
121,86,22,normal
129,129,93,normal
170,169,119,normal
168,183,229,anomaly
139,143,94,normal
165,163,115,normal
101,96,157,normal
72,74,55,normal
199,197,162,normal
178,176,128,normal
143,141,87,normal
201,199,164,normal
155,157,111,normal
179,179,131,normal
165,161,112,normal
105,119,232,normal
86,84,30,normal
105,106,50,normal
147,148,98,normal
172,95,153,normal
162,160,112,normal
16,17,15,normal
201,200,162,normal
22,48,34,normal
178,175,131,normal
138,140,88,normal
11,14,12,normal
178,175,131,normal
85,123,195,anomaly
157,161,125,normal
155,154,98,normal
63,120,182,anomaly
147,150,101,normal
36,38,8,normal
14,14,0,normal
131,133,91,normal
156,159,114,normal
132,151,186,anomaly
171,170,119,normal
51,55,14,normal
121,159,213,anomaly
3,6,10,normal
90,68,247,normal
68,49,236,normal
146,151,149,normal
73,76,37,normal
249,251,255,normal
188,185,147,normal
144,188,252,anomaly
137,143,90,normal
77,80,31,normal
81,50,211,normal
0,128,0,normal
66,68,32,normal
195,194,156,normal
58,73,129,anomaly
178,172,125,normal
63,68,23,normal
59,60,18,normal
133,177,241,anomaly
153,171,234,anomaly
112,110,56,normal
29,59,30,normal
92,66,250,normal
24,12,0,normal
166,167,117,normal
50,50,14,normal
4,3,0,normal
177,177,131,normal
170,169,119,normal
209,218,252,anomaly
37,38,36,normal
108,108,60,normal
137,175,223,anomaly
154,172,231,anomaly
1,2,0,normal
173,171,123,normal
168,165,114,normal
255,255,255,normal
2,1,0,normal
178,170,130,normal
145,147,95,normal
47,106,162,anomaly
148,153,108,normal
148,147,97,normal
139,179,244,anomaly
181,178,134,normal
152,152,98,normal
67,68,24,normal
144,184,249,anomaly
99,104,103,normal
198,197,159,normal
170,186,232,anomaly
36,0,144,normal
64,119,180,anomaly
255,255,255,normal
163,165,129,normal
27,24,3,normal
116,115,57,normal
198,198,158,normal
51,22,231,normal
140,139,81,normal
177,176,126,normal
111,214,209,normal
198,198,158,normal
255,254,255,normal
40,97,153,anomaly
60,62,26,normal
57,82,216,normal
61,65,24,normal
177,175,127,normal
182,179,135,normal
2,137,105,normal
15,55,30,normal
23,36,22,normal
178,175,130,normal
91,90,32,normal
249,217,212,normal
13,13,7,normal
167,163,114,normal
172,168,120,normal
108,114,167,anomaly
23,17,4,normal
46,90,137,anomaly
178,176,128,normal
166,179,225,anomaly
141,163,228,anomaly
180,179,135,normal
227,238,246,normal
104,104,74,normal
32,0,137,normal
131,133,74,normal
52,54,18,normal
89,88,32,normal
10,5,6,normal
181,178,134,normal
131,134,95,normal
199,208,251,anomaly
117,155,227,anomaly
180,178,130,normal
50,116,255,normal
255,0,128,normal
184,182,141,normal
199,212,255,anomaly
174,173,122,normal
178,176,128,normal
48,75,209,normal
132,141,90,normal
183,183,135,normal
144,146,94,normal
24,71,62,normal
217,220,228,normal
36,120,96,normal
174,173,123,normal
114,113,55,normal
20,20,14,normal
151,152,102,normal
99,145,223,anomaly
178,175,130,normal
53,54,14,normal
174,173,123,normal
196,195,157,normal
186,184,143,normal
23,25,3,normal
181,178,134,normal
64,65,21,normal
146,157,209,normal
180,180,134,normal
115,140,172,anomaly
108,143,209,anomaly
138,138,192,anomaly
155,159,118,normal
191,201,249,anomaly
179,177,129,normal
115,162,224,anomaly
146,186,251,anomaly
197,195,160,normal
90,87,36,normal
107,106,108,normal
101,138,200,anomaly
46,100,155,anomaly
69,72,23,normal
143,145,103,normal
226,157,88,normal
142,185,248,anomaly
171,170,119,normal
61,60,16,normal
74,74,26,normal
198,196,162,normal
