Sequence Name,mcg,gvh,alm,mit,erl,pox,vac,nuc,class
SR14_YEAST,0.61,0.5,0.61,0.21,0.5,0.0,0.55,0.54,normal
SR54_YEAST,0.5,0.52,0.51,0.22,0.5,0.0,0.46,0.37,normal
SR68_YEAST,0.62,0.33,0.49,0.24,0.5,0.0,0.51,0.42,normal
SR72_YEAST,0.56,0.52,0.46,0.17,0.5,0.0,0.49,0.73,normal
CAP_YEAST,0.52,0.56,0.55,0.16,0.5,0.0,0.53,0.39,normal
HS71_YEAST,0.53,0.48,0.51,0.18,0.5,0.0,0.52,0.27,normal
HS72_YEAST,0.51,0.48,0.51,0.19,0.5,0.0,0.51,0.27,normal
HS73_YEAST,0.51,0.48,0.51,0.26,0.5,0.0,0.51,0.27,normal
HS74_YEAST,0.53,0.48,0.51,0.18,0.5,0.0,0.51,0.27,normal
HS75_YEAST,0.6,0.46,0.51,0.1,0.5,0.0,0.48,0.31,normal
HS76_YEAST,0.6,0.46,0.51,0.1,0.5,0.0,0.48,0.31,normal
SSB1_YEAST,0.44,0.39,0.63,0.11,0.5,0.0,0.49,0.26,normal
HS77_YEAST,0.51,0.5,0.49,0.45,0.5,0.0,0.48,0.22,normal
SSD1_YEAST,0.45,0.45,0.51,0.3,0.5,0.0,0.48,0.44,normal
RA25_YEAST,0.38,0.42,0.47,0.12,0.5,0.0,0.47,0.53,normal
SSN6_YEAST,0.19,0.66,0.6,0.14,0.5,0.0,0.2,0.25,normal
ST12_YEAST,0.38,0.51,0.56,0.21,0.5,0.0,0.48,0.31,normal
GBG_YEAST,0.36,0.37,0.63,0.25,0.5,0.0,0.3,0.22,normal
ST20_YEAST,0.3,0.45,0.55,0.19,0.5,0.0,0.53,0.4,normal
GBB_YEAST,0.44,0.4,0.53,0.19,0.5,0.0,0.48,0.27,normal
STE5_YEAST,0.45,0.57,0.52,0.21,0.5,0.0,0.54,0.38,normal
STF1_YEAST,0.55,0.41,0.67,0.61,0.5,0.0,0.49,0.14,normal
STF2_YEAST,0.28,0.18,0.72,0.26,0.5,0.0,0.49,0.25,normal
STH1_YEAST,0.66,0.65,0.53,0.17,0.5,0.0,0.47,0.66,normal
STP1_YEAST,0.48,0.54,0.56,0.29,0.5,0.0,0.51,0.43,normal
STU1_YEAST,0.33,0.37,0.49,0.22,0.5,0.0,0.55,0.22,normal
TF2B_YEAST,0.58,0.64,0.42,0.3,0.5,0.0,0.54,0.22,normal
SUG1_YEAST,0.58,0.37,0.58,0.16,0.5,0.0,0.51,0.22,normal
SUI1_YEAST,0.39,0.39,0.65,0.16,0.5,0.0,0.45,0.22,normal
IF2A_YEAST,0.51,0.59,0.55,0.21,0.5,0.0,0.52,0.22,normal
IF2B_YEAST,0.41,0.35,0.6,0.22,0.5,0.0,0.56,0.79,normal
SUP1_YEAST,0.41,0.49,0.55,0.13,0.5,0.0,0.55,0.22,normal
SUP2_YEAST,0.23,0.29,0.46,0.0,0.5,0.0,0.43,0.31,normal
RS4_YEAST,0.25,0.48,0.45,0.32,0.5,0.0,0.4,0.22,normal
RS11_YEAST,0.38,0.34,0.55,0.44,0.5,0.0,0.48,0.26,normal
SUV3_YEAST,0.61,0.54,0.54,0.38,0.5,0.0,0.54,0.29,normal
ADR6_YEAST,0.48,0.17,0.37,0.33,0.5,0.0,0.44,0.36,normal
SWI3_YEAST,0.47,0.47,0.5,0.19,0.5,0.0,0.51,0.26,normal
SWI4_YEAST,0.55,0.38,0.52,0.16,0.5,0.0,0.49,0.64,normal
SWI5_YEAST,0.41,0.39,0.61,0.17,0.5,0.0,0.5,0.61,normal
SWI6_YEAST,0.41,0.56,0.53,0.16,0.5,0.0,0.55,0.26,normal
TAL1_YEAST,0.63,0.64,0.49,0.2,0.5,0.0,0.52,0.25,normal
TBF1_YEAST,0.44,0.65,0.49,0.16,0.5,0.0,0.48,0.31,normal
RL3_YEAST,0.48,0.44,0.46,0.37,0.5,0.0,0.46,0.36,normal
TCPA_YEAST,0.5,0.49,0.46,0.22,0.5,0.0,0.53,0.25,normal
TCPE_YEAST,0.62,0.42,0.47,0.16,0.5,0.0,0.52,0.22,normal
TCPB_YEAST,0.5,0.45,0.52,0.18,0.5,0.0,0.52,0.22,normal
TCPG_YEAST,0.59,0.51,0.47,0.21,0.5,0.0,0.47,0.22,normal
TCPD_YEAST,0.39,0.47,0.49,0.2,0.5,0.0,0.53,0.26,normal
TCPZ_YEAST,0.49,0.48,0.52,0.24,0.5,0.0,0.5,0.22,normal
G3P1_YEAST,0.59,0.48,0.49,0.42,0.5,0.0,0.52,0.22,normal
G3P2_YEAST,0.57,0.35,0.5,0.43,0.5,0.0,0.53,0.22,normal
G3P3_YEAST,0.61,0.52,0.5,0.44,0.5,0.0,0.53,0.22,normal
TF3B_YEAST,0.49,0.51,0.52,0.13,0.5,0.0,0.51,0.33,normal
TEC1_YEAST,0.45,0.4,0.56,0.15,0.5,0.0,0.52,0.22,normal
EF1A_YEAST,0.63,0.43,0.48,0.11,0.5,0.0,0.51,0.22,normal
EF1A_YEAST,0.63,0.43,0.48,0.11,0.5,0.0,0.51,0.22,normal
EF1G_YEAST,0.52,0.45,0.53,0.34,0.5,0.0,0.52,0.44,normal
EF1H_YEAST,0.54,0.48,0.55,0.33,0.5,0.0,0.55,0.4,normal
T2EA_YEAST,0.55,0.79,0.45,0.25,0.5,0.0,0.51,0.22,normal
YK42_YEAST,0.58,0.51,0.63,0.2,0.5,0.0,0.5,0.42,normal
TFB1_YEAST,0.63,0.58,0.57,0.1,0.5,0.0,0.52,0.33,normal
TFC1_YEAST,0.54,0.67,0.56,0.15,0.5,0.0,0.57,0.33,normal
TF3A_YEAST,0.41,0.59,0.65,0.14,0.5,0.0,0.49,0.33,normal
TFC3_YEAST,0.47,0.38,0.5,0.15,0.5,0.0,0.49,0.47,normal
TFC4_YEAST,0.33,0.17,0.52,0.13,0.5,0.0,0.51,0.75,normal
DKA1_YEAST,0.42,0.5,0.59,0.17,0.5,0.0,0.51,0.22,normal
THRC_YEAST,0.54,0.55,0.55,0.4,0.5,0.0,0.53,0.22,normal
SYTC_YEAST,0.31,0.31,0.57,0.15,0.5,0.0,0.5,0.22,normal
IF4A_YEAST,0.38,0.42,0.5,0.19,0.5,0.0,0.44,0.22,normal
IF1A_YEAST,0.33,0.36,0.62,0.26,0.5,0.0,0.55,0.22,normal
IF4A_YEAST,0.38,0.42,0.5,0.19,0.5,0.0,0.44,0.22,normal
TIF3_YEAST,0.47,0.56,0.58,0.19,0.5,0.0,0.44,0.64,normal
IF41_YEAST,0.32,0.32,0.52,0.18,0.5,0.0,0.48,0.34,normal
IF42_YEAST,0.28,0.27,0.5,0.14,0.5,0.0,0.5,0.28,normal
IF5_YEAST,0.41,0.46,0.57,0.25,0.5,0.0,0.57,0.38,normal
IF52_YEAST,0.44,0.54,0.51,0.16,0.5,0.0,0.58,0.22,normal
IF51_YEAST,0.44,0.55,0.51,0.16,0.5,0.0,0.6,0.22,normal
TP20_YEAST,0.4,0.56,0.53,0.15,0.5,0.0,0.49,0.22,normal
TKT1_YEAST,0.58,0.55,0.51,0.13,0.5,0.0,0.52,0.22,normal
TKT2_YEAST,0.55,0.69,0.51,0.12,0.5,0.0,0.51,0.22,normal
TYSY_YEAST,0.47,0.46,0.53,0.12,0.5,0.0,0.51,0.25,normal
TOA1_YEAST,0.57,0.29,0.63,0.22,0.5,0.0,0.49,0.27,normal
TOA2_YEAST,0.52,0.49,0.59,0.21,0.5,0.0,0.47,0.22,normal
TOP1_YEAST,0.41,0.42,0.53,0.17,0.5,0.0,0.48,0.58,normal
TOP2_YEAST,0.45,0.36,0.5,0.19,0.5,0.0,0.53,0.7,normal
TOP3_YEAST,0.53,0.51,0.54,0.21,0.5,0.0,0.45,0.22,normal
TPIS_YEAST,0.44,0.49,0.49,0.27,0.5,0.0,0.52,0.22,normal
KAPA_YEAST,0.25,0.26,0.53,0.17,0.5,0.0,0.45,0.22,normal
KAPB_YEAST,0.49,0.46,0.54,0.18,0.5,0.0,0.35,0.22,normal
KAPC_YEAST,0.42,0.37,0.54,0.17,0.5,0.0,0.51,0.22,normal
TPM1_YEAST,0.42,0.45,0.75,0.21,0.5,0.0,0.48,0.22,normal
TPM2_YEAST,0.39,0.45,0.75,0.17,0.5,0.0,0.51,0.22,normal
TPS1_YEAST,0.63,0.54,0.53,0.27,0.5,0.0,0.49,0.22,normal
TPS2_YEAST,0.54,0.43,0.48,0.27,0.5,0.0,0.44,0.41,normal
TPS3_YEAST,0.4,0.44,0.5,0.13,0.5,0.0,0.52,0.39,normal
TRNL_YEAST,0.49,0.38,0.49,0.15,0.5,0.0,0.53,0.25,normal
TRM1_YEAST,0.53,0.45,0.52,0.29,0.5,0.0,0.55,0.38,normal
TRPF_YEAST,0.62,0.6,0.54,0.22,0.5,0.0,0.54,0.27,normal
TRPE_YEAST,0.33,0.46,0.53,0.12,0.5,0.0,0.5,0.27,normal
TRPG_YEAST,0.57,0.36,0.51,0.25,0.5,0.0,0.54,0.25,normal
TRPD_YEAST,0.45,0.76,0.51,0.25,0.5,0.0,0.59,0.22,normal
TRP_YEAST,0.48,0.44,0.51,0.24,0.5,0.0,0.49,0.22,normal
TSA_YEAST,0.59,0.64,0.44,0.26,0.5,0.0,0.5,0.22,normal
TSL1_YEAST,0.79,0.56,0.53,0.19,0.5,0.0,0.47,0.35,normal
TSM1_YEAST,0.5,0.5,0.48,0.34,0.5,0.0,0.52,0.27,normal
GLRX_YEAST,0.52,0.5,0.6,0.2,0.5,0.0,0.52,0.22,normal
TBA1_YEAST,0.59,0.46,0.57,0.17,0.5,0.0,0.52,0.22,normal
TBB_YEAST,0.53,0.42,0.53,0.19,0.5,0.0,0.47,0.22,normal
TBA3_YEAST,0.59,0.46,0.55,0.17,0.5,0.0,0.52,0.25,normal
EFTU_YEAST,0.61,0.73,0.5,0.58,0.5,0.0,0.5,0.22,normal
TUP1_YEAST,0.5,0.43,0.56,0.17,0.5,0.0,0.35,0.22,normal
TYE7_YEAST,0.36,0.52,0.61,0.33,0.5,0.0,0.52,0.37,normal
TYR1_YEAST,0.66,0.54,0.53,0.17,0.5,0.0,0.54,0.22,normal
UBA1_YEAST,0.52,0.51,0.48,0.12,0.5,0.0,0.54,0.31,normal
UBC1_YEAST,0.56,0.46,0.51,0.25,0.5,0.0,0.54,0.22,normal
UBC4_YEAST,0.47,0.46,0.49,0.27,0.5,0.0,0.59,0.22,normal
UBC5_YEAST,0.5,0.46,0.49,0.27,0.5,0.0,0.6,0.22,normal
UBC7_YEAST,0.5,0.44,0.57,0.28,0.5,0.0,0.57,0.22,normal
UBIQ_YEAST,0.46,0.47,0.62,0.3,0.5,0.0,0.38,0.22,normal
UBP1_YEAST,0.59,0.7,0.46,0.19,0.5,0.0,0.54,0.44,normal
UBP2_YEAST,0.19,0.41,0.55,0.13,0.5,0.0,0.52,0.25,normal
UBP3_YEAST,0.27,0.43,0.5,0.13,0.5,0.0,0.54,0.31,normal
UBR1_YEAST,0.42,0.46,0.44,0.17,0.5,0.0,0.51,0.42,normal
UGA3_YEAST,0.49,0.36,0.47,0.28,0.5,0.0,0.56,0.54,normal
UME5_YEAST,0.34,0.42,0.48,0.19,0.5,0.0,0.46,0.31,normal
UME6_YEAST,0.6,0.57,0.63,0.22,0.5,0.0,0.5,0.49,normal
UNG_YEAST,0.53,0.44,0.54,0.52,0.5,0.0,0.49,0.38,normal
PYRD_YEAST,0.48,0.39,0.56,0.23,0.5,0.0,0.6,0.22,normal
PYR1_YEAST,0.56,0.49,0.47,0.13,0.5,0.0,0.52,0.22,normal
UMPK_YEAST,0.47,0.59,0.56,0.09,0.5,0.0,0.5,0.22,normal
RL21_YEAST,0.4,0.28,0.58,0.44,0.5,0.0,0.41,0.22,normal
RSU2_YEAST,0.54,0.35,0.55,0.19,0.5,0.0,0.3,0.22,normal
YEU2_YEAST,0.55,0.49,0.6,0.18,0.5,0.0,0.51,0.22,normal
RMAR_YEAST,0.66,0.37,0.6,0.25,0.5,0.0,0.69,0.22,normal
SYV_YEAST,0.51,0.49,0.48,0.55,0.5,0.0,0.52,0.58,normal
VPS1_YEAST,0.5,0.55,0.52,0.16,0.5,0.0,0.51,0.31,normal
VP15_YEAST,0.65,0.63,0.47,0.22,0.5,0.0,0.52,0.27,normal
VP16_YEAST,0.41,0.48,0.51,0.2,0.5,0.0,0.51,0.22,normal
VP17_YEAST,0.25,0.4,0.54,0.16,0.5,0.0,0.43,0.22,normal
YP51_YEAST,0.63,0.56,0.52,0.21,0.5,0.0,0.5,0.22,normal
SLP1_YEAST,0.56,0.68,0.42,0.36,0.5,0.0,0.49,0.22,normal
VP45_YEAST,0.46,0.52,0.51,0.13,0.5,0.0,0.47,0.22,normal
VRP1_YEAST,0.5,0.4,0.57,0.17,0.5,0.0,0.59,0.22,normal
XRS2_YEAST,0.64,0.56,0.52,0.17,0.5,0.0,0.54,0.47,normal
YAB1_YEAST,0.51,0.39,0.56,0.55,0.5,0.0,0.46,0.64,normal
YAB9_YEAST,0.4,0.45,0.45,0.15,0.5,0.0,0.53,0.48,normal
YAF1_YEAST,0.45,0.51,0.43,0.22,0.5,0.0,0.57,0.22,normal
PDR4_YEAST,0.57,0.53,0.6,0.28,0.5,0.0,0.52,0.45,normal
AP17_YEAST,0.53,0.52,0.49,0.27,0.5,0.0,0.51,0.22,normal
AP19_YEAST,0.5,0.47,0.56,0.31,0.5,0.0,0.56,0.26,normal
CACM_YEAST,0.45,0.39,0.46,0.29,0.5,0.0,0.42,0.22,normal
FMT_YEAST,0.59,0.56,0.5,0.48,0.5,0.0,0.46,0.22,normal
YBC4_YEAST,0.32,0.3,0.57,0.38,0.5,0.0,0.5,0.25,normal
YBG6_YEAST,0.28,0.41,0.46,0.18,0.5,0.0,0.47,0.39,normal
RL3P_YEAST,0.24,0.25,0.57,0.28,0.5,0.0,0.51,0.11,normal
MRF1_YEAST,0.46,0.61,0.55,0.29,0.5,0.0,0.49,0.22,normal
YB00_YEAST,0.25,0.41,0.47,0.14,0.5,0.0,0.56,0.68,normal
YB32_YEAST,0.4,0.44,0.47,0.25,0.5,0.0,0.54,0.56,normal
YB48_YEAST,0.29,0.39,0.46,0.36,0.5,0.0,0.51,0.22,normal
YB8E_YEAST,0.56,0.71,0.47,0.21,0.5,0.0,0.52,0.22,normal
YCK2_YEAST,0.59,0.48,0.49,0.49,0.5,0.0,0.36,0.32,normal
YCA9_YEAST,0.58,0.63,0.52,0.7,0.5,0.0,0.46,0.22,normal
SYN_YEAST,0.47,0.41,0.53,0.27,0.5,0.0,0.47,0.25,normal
YCW2_YEAST,0.54,0.54,0.56,0.18,0.5,0.0,0.46,0.29,normal
YCZ6_YEAST,0.58,0.44,0.45,0.32,0.5,0.0,0.52,0.37,normal
MAS5_YEAST,0.64,0.44,0.56,0.15,0.5,0.0,0.56,0.22,normal
EF3_YEAST,0.48,0.58,0.47,0.17,0.5,0.0,0.53,0.74,normal
YE14_YEAST,0.4,0.4,0.44,0.37,0.5,0.0,0.53,0.25,normal
YHA9_YEAST,0.47,0.4,0.63,0.19,0.5,0.0,0.52,0.32,normal
RIMI_YEAST,0.33,0.38,0.47,0.14,0.5,0.0,0.51,0.47,normal
YHP0_YEAST,0.38,0.44,0.57,0.14,0.5,0.0,0.53,0.52,normal
YHX8_YEAST,0.4,0.43,0.49,0.17,0.5,0.0,0.51,0.36,normal
YIA6_YEAST,0.51,0.59,0.46,0.13,0.5,0.0,0.48,0.22,normal
YIF2_YEAST,0.47,0.5,0.6,0.63,0.5,0.0,0.38,0.16,normal
YIG3_YEAST,0.34,0.24,0.51,0.15,0.5,0.0,0.54,0.4,normal
YIN0_YEAST,0.35,0.29,0.46,0.14,0.5,0.0,0.54,0.66,normal
YIN4_YEAST,0.58,0.67,0.49,0.16,0.5,0.0,0.47,0.28,normal
YKJ5_YEAST,0.36,0.48,0.61,0.26,0.5,0.0,0.5,0.16,normal
YKA5_YEAST,0.41,0.25,0.59,0.44,0.5,0.0,0.6,0.69,normal
MAOX_YEAST,0.57,0.59,0.49,0.86,0.5,0.0,0.47,0.22,normal
YKD8_YEAST,0.38,0.4,0.39,0.19,0.5,0.0,0.46,0.62,normal
TCTP_YEAST,0.47,0.38,0.58,0.19,0.5,0.0,0.57,0.22,normal
PMT_YEAST,0.5,0.61,0.44,0.2,0.5,0.0,0.49,0.22,normal
YKM9_YEAST,0.41,0.45,0.46,0.23,0.5,0.0,0.5,0.7,normal
YKN4_YEAST,0.46,0.62,0.46,0.54,0.5,0.0,0.51,0.27,normal
ACP_YEAST,0.52,0.53,0.58,0.69,0.5,0.0,0.5,0.22,normal
YKW2_YEAST,0.41,0.47,0.5,0.14,0.5,0.0,0.53,0.37,normal
YKY8_YEAST,0.25,0.4,0.52,0.15,0.5,0.0,0.56,0.28,normal
YK44_YEAST,0.58,0.56,0.38,0.39,0.5,0.0,0.54,0.57,normal
RL13_YEAST,0.38,0.48,0.57,0.3,0.5,0.0,0.41,0.11,normal
YMC1_YEAST,0.39,0.58,0.47,0.18,0.5,0.0,0.48,0.22,normal
YMC2_YEAST,0.38,0.47,0.47,0.18,0.5,0.0,0.44,0.26,normal
YME1_YEAST,0.63,0.57,0.5,0.48,0.5,0.0,0.51,0.22,normal
RMR3_YEAST,0.51,0.45,0.62,0.25,0.5,0.0,0.59,0.22,normal
YOX1_YEAST,0.59,0.67,0.54,0.19,0.5,0.0,0.48,0.6,normal
YPT1_YEAST,0.6,0.61,0.54,0.11,0.5,0.0,0.46,0.22,normal
YP52_YEAST,0.48,0.61,0.57,0.17,0.5,0.0,0.45,0.22,normal
YP53_YEAST,0.71,0.5,0.5,0.18,0.5,0.0,0.46,0.22,normal
YPT7_YEAST,0.61,0.48,0.54,0.25,0.5,0.0,0.5,0.22,normal
R29A_YEAST,0.38,0.32,0.64,0.41,0.5,0.0,0.44,0.11,normal
R29B_YEAST,0.38,0.4,0.66,0.35,0.5,0.0,0.43,0.11,normal
ZIP1_YEAST,0.47,0.43,0.61,0.4,0.5,0.0,0.48,0.47,normal
ZUO1_YEAST,0.43,0.4,0.6,0.16,0.5,0.0,0.53,0.39,normal
G6PD_YEAST,0.65,0.54,0.54,0.13,0.5,0.0,0.53,0.22,normal
